date,corridor,country,stablecoin,exchange_or_provider,off_ramp_fee_pct,fiat_withdrawal_fee_pct,estimated_off_ramp_time_hours,kyc_required_flag,compliance_delay_hours,local_bank_dependency_flag,source_name,source_url_or_reference,data_provider,publication_date,extraction_date,vintage_date,update_frequency,license_or_usage_note,raw_file_name,raw_file_hash_sha256,transformation_script,methodology_version,observed_vs_estimated_flag,official_vs_manual_flag,mock_data_flag,source_id,credibility_tier,blockchain_network,jurisdiction,data_quality_score,data_quality_grade,missing_data_pct,imputation_flag,outlier_flag,unit_of_measure,currency,time_zone,date_granularity,confidence_score
2024-12-01,US → Philippines,Philippines,USDC,Mobile Wallet Partner,0.7557358064347836,0.5274504817981976,10.268085283441584,True,2.0212056280976625,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Philippines,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Philippines,Philippines,USDT,Demo Exchange,0.9820290161443211,0.7068948691196838,19.554677981410357,True,22.18780461100961,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Philippines,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Philippines,Philippines,USDT,Local OTC,0.5441610129705279,0.6269964872670954,16.184003000545935,True,46.83015281069611,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Philippines,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Philippines,Philippines,USDT,Mobile Wallet Partner,1.1180559411677946,0.6994104979677083,8.302852361895145,True,4.658798470428251,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Philippines,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Philippines,Philippines,PYUSD,Demo Exchange,0.7864407595749827,0.3583493381363956,7.837599308283833,True,23.928287475828217,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Philippines,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Philippines,Philippines,PYUSD,Local OTC,1.4117009912006697,0.17923041041022286,17.258381217273943,True,18.75822218995917,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Philippines,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Philippines,Philippines,PYUSD,Mobile Wallet Partner,0.8856157937499173,0.5012144808318187,22.330333092961496,True,2.495001099424262,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Philippines,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Brazil,Brazil,USDC,Demo Exchange,1.3723878937410938,0.709167787509421,1.554488419511344,True,46.67980514531796,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Brazil,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Brazil,Brazil,USDC,Local OTC,0.3231196904402227,0.10543017571425449,20.424561971656285,True,35.31529059173847,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Brazil,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Brazil,Brazil,USDC,Mobile Wallet Partner,1.47975268825496,0.7202953486940824,1.1433625032071235,True,37.42168923001263,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Brazil,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Brazil,Brazil,USDT,Demo Exchange,1.0555430485835562,0.49835455610432433,11.324267286936058,True,13.739629228936845,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Brazil,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Brazil,Brazil,USDT,Local OTC,1.423632410339206,0.5145594742175054,22.92007981941197,True,43.89674795776299,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Brazil,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Brazil,Brazil,USDT,Mobile Wallet Partner,0.3766973562901705,0.6735749461705147,11.501388131957855,True,14.302290217680456,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Brazil,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Brazil,Brazil,PYUSD,Demo Exchange,0.4053021972939195,0.30910454351484745,20.787247176727533,True,15.006158170622323,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Brazil,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Brazil,Brazil,PYUSD,Local OTC,0.30372723726674294,0.2362640142386931,1.5743209638188191,True,36.3564401415221,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Brazil,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Brazil,Brazil,PYUSD,Mobile Wallet Partner,1.007067590321521,0.5292537223906127,18.864919778073542,True,44.30826925132219,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Brazil,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Colombia,Colombia,USDC,Demo Exchange,0.9195932205149837,0.4566540841092848,20.097379374171158,True,12.062657743352652,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Colombia,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Colombia,Colombia,USDC,Local OTC,0.8627899636315453,0.6637008442334116,15.708205212233697,True,4.442558385536895,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Colombia,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Colombia,Colombia,USDC,Mobile Wallet Partner,0.4442260310842153,0.2712480741710945,6.758290263556293,True,37.26744469478539,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Colombia,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Colombia,Colombia,USDT,Demo Exchange,0.7349718030659081,0.2901254603426763,11.654588298596881,True,39.627534696222426,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Colombia,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Colombia,Colombia,USDT,Local OTC,1.4515601279458967,0.25077827388179574,5.538911907897544,True,16.85454248386663,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Colombia,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Colombia,Colombia,USDT,Mobile Wallet Partner,0.8696439053619424,0.627420650087453,5.554874065196194,True,19.855799010870573,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Colombia,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Colombia,Colombia,PYUSD,Demo Exchange,1.025340237131532,0.6897032058611399,12.59542576394166,True,18.658656388088133,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Colombia,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Colombia,Colombia,PYUSD,Local OTC,1.3834125146638332,0.6123694848291482,2.6549400338438485,True,38.180514972337804,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Colombia,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,US → Colombia,Colombia,PYUSD,Mobile Wallet Partner,0.7188439732693291,0.2226185438071379,19.045350195575285,True,38.12591717494794,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Colombia,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Euro Area → Nigeria,Nigeria,USDC,Demo Exchange,1.1589830808280621,0.39407168323216146,1.7906460272317588,True,36.7033244902286,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Nigeria,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Euro Area → Nigeria,Nigeria,USDC,Local OTC,0.8410287177065866,0.6902550968514204,5.674222758331125,True,43.785192872245155,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Nigeria,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Euro Area → Nigeria,Nigeria,USDC,Mobile Wallet Partner,0.5007029164472082,0.4951256254424059,1.5484327625779142,True,9.222692177683648,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Nigeria,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Euro Area → Nigeria,Nigeria,USDT,Demo Exchange,0.9641707310165588,0.6747532023643223,23.163288931499046,True,38.79506511097446,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Nigeria,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Euro Area → Nigeria,Nigeria,USDT,Local OTC,1.1997220674583517,0.7201264231341762,20.401634425595933,True,41.387482148897064,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Nigeria,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Euro Area → Nigeria,Nigeria,USDT,Mobile Wallet Partner,1.4499575974239498,0.6260155031654635,4.523328014915974,True,12.157048221918458,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Nigeria,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Euro Area → Nigeria,Nigeria,PYUSD,Demo Exchange,0.5395723692196104,0.6021530521666144,6.816048629921393,True,9.619649869121718,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Nigeria,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Euro Area → Nigeria,Nigeria,PYUSD,Local OTC,0.43643691397048767,0.7143571191510661,14.091082302476915,True,15.195656981090528,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Nigeria,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Euro Area → Nigeria,Nigeria,PYUSD,Mobile Wallet Partner,0.4945443658451013,0.763290521486682,9.458095812804535,True,16.602678763881716,True,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,Nigeria,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Gulf → India,India,USDC,Demo Exchange,0.6958269677235571,0.4411744501511731,16.40338084549915,True,14.373249873336755,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,India,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Gulf → India,India,USDC,Local OTC,1.3073461639577935,0.6192393010909565,12.051497819788167,True,45.30779709971121,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,India,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Gulf → India,India,USDC,Mobile Wallet Partner,1.1717594938558518,0.7616349914215133,21.68045951301394,True,19.99328998699756,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,India,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Gulf → India,India,USDT,Demo Exchange,1.299253979018702,0.2962279362884366,12.630113872364424,True,36.34491261460955,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,India,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Gulf → India,India,USDT,Local OTC,1.4562490242577029,0.23601989465596004,17.331653749882083,True,46.040416233203416,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,India,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Gulf → India,India,USDT,Mobile Wallet Partner,1.3676388740836638,0.25049283462309924,10.008560353800096,True,26.631188727505588,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,India,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Gulf → India,India,PYUSD,Demo Exchange,0.717054592571741,0.7706632673647764,19.829255202436375,True,27.984196946829297,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,India,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Gulf → India,India,PYUSD,Local OTC,0.6954649875099151,0.3703334011750699,23.36395039514111,True,24.634818159641387,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,India,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
2024-12-01,Gulf → India,India,PYUSD,Mobile Wallet Partner,1.32461990296137,0.1718374437484913,8.32149269081926,True,39.5842398693286,False,Synthetic Demo Data,N/A,Stablecoin Lab generator,,2026-06-01,,monthly,Do not use for research conclusions or investment decisions.,,n/a,stablecoin_lab/src/data/build_dataset.py,stablecoin-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,,India,30,Demo only,0.0,False,False,USD,USD,UTC,daily,0.1
