date,institution_type,payment_system,currency,average_daily_settlement_value_usd,peak_daily_settlement_value_usd,prefunding_required_usd,collateral_required_usd,settlement_account_balance_usd,intraday_credit_used_usd,liquidity_buffer_usd,cost_of_capital_pct,interest_rate_pct,opportunity_cost_usd,source_name,source_url_or_reference,data_provider,publication_date,extraction_date,vintage_date,update_frequency,license_or_usage_note,raw_file_name,raw_file_hash_sha256,transformation_script,methodology_version,observed_vs_estimated_flag,official_vs_manual_flag,mock_data_flag,source_id,credibility_tier,data_quality_score,data_quality_grade,missing_data_pct,imputation_flag,outlier_flag,unit_of_measure,time_zone,date_granularity,confidence_score
2024-06-01,settlement_bank,mobile money,USD,54490936.83553649,76287311.56975108,7025759.083111733,2107727.72493352,3512879.5415558666,5449093.683553649,1405151.8166223466,0.05,0.045,962.4327511111964,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,tokenized settlement placeholder,USD,26244895.463683695,36742853.64915717,4247649.039542097,1274294.711862629,2123824.5197710483,2624489.54636837,849529.8079084194,0.05,0.045,581.8697314441229,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,card network,USD,22301111.825654663,31221556.555916525,5344783.403613633,1603435.0210840898,2672391.7018068163,2230111.1825654665,1068956.6807227265,0.05,0.045,732.1621100840592,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,ACH/batch payment,USD,14920372.290756688,20888521.20705936,1779048.6506907295,533714.5952072188,889524.3253453647,1492037.2290756688,355809.7301381459,0.05,0.045,243.70529461516844,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,RTGS/wire,USD,14700544.085097637,20580761.71913669,1099889.6008466068,329966.88025398203,549944.8004233034,1470054.408509764,219977.92016932135,0.05,0.045,150.6698083351516,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,remittance operator,USD,31448284.901644383,44027598.86230213,6293938.763933506,1888181.6291800516,3146969.381966753,3144828.4901644383,1258787.7527867013,0.05,0.045,862.1833923196584,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,mobile money,USD,19940800.92838217,27917121.299735036,4378819.248272269,1313645.7744816807,2189409.6241361345,1994080.092838217,875763.8496544538,0.05,0.045,599.8382531879821,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,tokenized settlement placeholder,USD,18245865.14677582,25544211.205486145,3851108.9087144043,1155332.6726143213,1925554.4543572022,1824586.514677582,770221.7817428809,0.05,0.045,527.5491655773158,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,card network,USD,11784174.28327574,16497843.996586036,2919724.1941266954,875917.2582380086,1459862.0970633477,1178417.4283275742,583944.8388253391,0.05,0.045,399.96221837351993,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,ACH/batch payment,USD,43112552.002828136,60357572.803959385,4768090.102210333,1430427.0306630998,2384045.0511051663,4311255.200282814,953618.0204420666,0.05,0.045,653.1630277000456,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,RTGS/wire,USD,14401308.818112804,20161832.345357925,2230273.08192337,669081.9245770109,1115136.540961685,1440130.8818112805,446054.616384674,0.05,0.045,305.51686053744794,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,remittance operator,USD,40201674.936319396,56282344.91084715,6337791.0957459975,1901337.3287237992,3168895.5478729988,4020167.49363194,1267558.2191491995,0.05,0.045,868.1905610610955,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,mobile money,USD,43463198.967246674,60848478.554145336,9722120.35605043,2916636.106815129,4861060.178025215,4346319.896724667,1944424.071210086,0.05,0.045,1331.797309048004,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,tokenized settlement placeholder,USD,29068874.28192413,40696423.99469378,3759950.648782831,1127985.1946348492,1879975.3243914156,2906887.428192413,751990.1297565663,0.05,0.045,515.0617327099769,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,card network,USD,12019343.15753975,16827080.420555647,2561855.3101070425,768556.5930321127,1280927.6550535213,1201934.315753975,512371.0620214085,0.05,0.045,350.9390835763072,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,ACH/batch payment,USD,24170717.09193648,33839003.92871107,2796304.218172651,838891.2654517952,1398152.1090863254,2417071.7091936483,559260.8436345302,0.05,0.045,383.055372352418,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,RTGS/wire,USD,20170909.805040453,28239273.727056634,4409701.464295908,1322910.4392887724,2204850.732147954,2017090.9805040453,881940.2928591816,0.05,0.045,604.0686937391655,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,remittance operator,USD,34971482.8449375,48960075.9829125,8585684.397025727,2575705.319107718,4292842.198512863,3497148.2844937504,1717136.8794051455,0.05,0.045,1176.121150277497,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,mobile money,USD,32160582.242002178,45024815.13880305,3090282.9532335307,927084.8859700592,1545141.4766167654,3216058.224200218,618056.5906467062,0.05,0.045,423.32643194979875,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,tokenized settlement placeholder,USD,17496760.502661653,24495464.703726314,2622022.125130389,786606.6375391167,1311011.0625651944,1749676.0502661653,524404.4250260778,0.05,0.045,359.18111303156013,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,card network,USD,26544279.620175034,37161991.468245044,1496890.7741535695,449067.2322460708,748445.3870767847,2654427.9620175036,299378.15483071393,0.05,0.045,205.05353070596846,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,ACH/batch payment,USD,49936124.6645065,69910574.5303091,6646867.172583908,1994060.1517751722,3323433.586291954,4993612.46645065,1329373.4345167817,0.05,0.045,910.5297496690285,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,RTGS/wire,USD,37928318.56213215,53099645.986985005,8844109.84569388,2653232.953708164,4422054.92284694,3792831.8562132153,1768821.9691387762,0.05,0.045,1211.5218966703947,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,remittance operator,USD,16170607.047356602,22638849.86629924,3994813.898965768,1198444.1696897303,1997406.949482884,1617060.7047356602,798962.7797931536,0.05,0.045,547.2347806802422,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,mobile money,USD,19359952.0102521,27103932.814352937,2000386.9819506446,600116.0945851933,1000193.4909753223,1935995.20102521,400077.39639012894,0.05,0.045,274.0256139658417,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,tokenized settlement placeholder,USD,41342977.7590123,57880168.86261721,4453328.403757221,1335998.5211271662,2226664.2018786105,4134297.77590123,890665.6807514443,0.05,0.045,610.0449868160578,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,card network,USD,60538021.04104905,84753229.45746866,7228759.96442294,2168627.989326882,3614379.98221147,6053802.104104905,1445751.9928845882,0.05,0.045,990.2410910168412,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,ACH/batch payment,USD,16529220.571505342,23140908.800107475,1142199.7239885717,342659.9171965715,571099.8619942858,1652922.0571505344,228439.94479771436,0.05,0.045,156.46571561487283,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,RTGS/wire,USD,17108887.79223022,23952442.909122303,3551818.909076253,1065545.6727228758,1775909.4545381265,1710888.779223022,710363.7818152506,0.05,0.045,486.5505354898977,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,remittance operator,USD,14691667.673908103,20568334.743471343,2064351.1718917326,619305.3515675197,1032175.5859458663,1469166.7673908104,412870.23437834653,0.05,0.045,282.7878317659908,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,mobile money,USD,34168229.17741793,47835520.848385096,8209758.820350562,2462927.6461051684,4104879.410175281,3416822.9177417927,1641951.7640701125,0.05,0.045,1124.6244959384333,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,tokenized settlement placeholder,USD,25382157.171118718,35535020.039566204,3655843.7144440995,1096753.1143332298,1827921.8572220497,2538215.717111872,731168.7428888199,0.05,0.045,500.8005088279588,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,card network,USD,9466466.87635844,13253053.626901815,809244.174168361,242773.2522505083,404622.0870841805,946646.6876358441,161848.8348336722,0.05,0.045,110.85536632443302,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,ACH/batch payment,USD,19665491.045692448,27531687.463969424,3795660.632813628,1138698.1898440884,1897830.316406814,1966549.104569245,759132.1265627256,0.05,0.045,519.9535113443326,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,RTGS/wire,USD,23021026.59494309,32229437.232920326,3317633.376701473,995290.0130104418,1658816.6883507364,2302102.659494309,663526.6753402946,0.05,0.045,454.4703255755442,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,remittance operator,USD,32548491.836346116,45567888.57088456,6425395.300813162,1927618.5902439484,3212697.650406581,3254849.183634612,1285079.0601626325,0.05,0.045,880.1911370976935,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,mobile money,USD,14493560.210057832,20290984.294080965,2614053.3428697223,784216.0028609167,1307026.6714348611,1449356.0210057832,522810.6685739445,0.05,0.045,358.08949902324963,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,tokenized settlement placeholder,USD,58729599.03348005,82221438.64687206,5031837.103378944,1509551.1310136833,2515918.551689472,5872959.903348005,1006367.4206757889,0.05,0.045,689.2927538875266,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,card network,USD,18411880.4954716,25776632.69366024,988699.2664376061,296609.7799312818,494349.63321880304,1841188.04954716,197739.85328752123,0.05,0.045,135.43825567638441,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,ACH/batch payment,USD,10627167.812880596,14878034.938032834,540427.836477331,162128.3509431993,270213.9182386655,1062716.7812880597,108085.5672954662,0.05,0.045,74.03121047634671,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,RTGS/wire,USD,21544039.739586286,30161655.6354208,5124728.817265721,1537418.6451797162,2562364.4086328605,2154403.9739586287,1024945.7634531442,0.05,0.045,702.0176462007837,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,remittance operator,USD,23127019.300585467,32377827.020819653,1557039.615100186,467111.8845300558,778519.807550093,2312701.930058547,311407.92302003724,0.05,0.045,213.29309795892962,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,mobile money,USD,15588283.913188938,21823597.47846451,916683.6412091331,275005.0923627399,458341.82060456654,1558828.391318894,183336.72824182664,0.05,0.045,125.5731015354977,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,tokenized settlement placeholder,USD,26371190.875239823,36919667.22533575,6085799.169836314,1825739.7509508943,3042899.584918157,2637119.0875239824,1217159.8339672629,0.05,0.045,833.6711191556595,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
2024-06-01,settlement_bank,card network,USD,19905382.770114467,27867535.878160253,4882715.12208588,1464814.5366257639,2441357.56104294,1990538.2770114467,976543.0244171759,0.05,0.045,668.8650852172437,Synthetic Demo Data,N/A,Settlement Lab generator,,2026-05-31,,annual,Do not use for research conclusions.,,n/a,settlement_lab/src/data/build_dataset.py,settlement-lab-credible-1.0,estimated,official,True,MOCK_DEMO_ONLY,5,30,Demo only,0.0,False,False,USD,UTC,daily,0.1
