date,period,country,region,payment_system,rail_type,payment_type,currency,transaction_count,transaction_value_usd,average_transaction_value_usd,settlement_lag_hours,settlement_lag_days,availability_lag_hours,finality_lag_hours,reversal_window_hours,failure_rate,return_rate,chargeback_rate,source_id,bis_instrument_type,bis_title,bis_year,observed_vs_estimated_flag,source_name,source_url_or_reference,data_provider,publication_date,extraction_date,vintage_date,update_frequency,license_or_usage_note,raw_file_name,raw_file_hash_sha256,transformation_script,methodology_version,official_vs_manual_flag,mock_data_flag,credibility_tier,confidence_score,data_quality_score,data_quality_grade
2024-12-31,2024,Argentina,Global,"BIS CPMI — Argentina - Value of cashless payments, credit transfers",ach,wholesale,USD,10233346339,5116673169641.096,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"Argentina - Value of cashless payments, credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Indonesia,Global,"BIS CPMI — Indonesia - Value of cashless payments, card and e-money payments at terminals i",card,retail,USD,8809772284,4404886142465.754,500.0,36.0,1.5,38.0,40.0,72,0.003,0.0005,0.002,bis_cpmi,F,"Indonesia - Value of cashless payments, card and e-money payments at terminals inside the country",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,South Korea,Global,"BIS CPMI — Korea - Value of cashless payments, card and e-money payments with cards and e-m",card,retail,USD,6891350531,3445675265753.425,500.0,36.0,1.5,38.0,40.0,72,0.003,0.0005,0.002,bis_cpmi,F,"Korea - Value of cashless payments, card and e-money payments with cards and e-money issued inside the country",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,India,Global,BIS CPMI — instant (total),instant,retail,USD,4890783358,2445391679452.0547,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"India - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,South Korea,Global,"BIS CPMI — Korea - Value of cashless payments, direct debits",direct_debit,wholesale,USD,4577160695,2288580347945.2056,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,C,"Korea - Value of cashless payments, direct debits",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,India,Global,"BIS CPMI — India - Value of cashless payments, domestic credit transfers",ach,wholesale,USD,4228963660,2114481830136.9863,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"India - Value of cashless payments, domestic credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Turkey,Global,BIS CPMI — instant (total),instant,retail,USD,1849440624,924720312328.7672,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"Türkiye - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Indonesia,Global,"BIS CPMI — Indonesia - Value of cashless payments, other payment instruments",e_money,wholesale,USD,1776786515,888393257534.2466,500.0,12.0,0.5,14.0,16.0,24,0.003,0.0005,0.0005,bis_cpmi,E,"Indonesia - Value of cashless payments, other payment instruments",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Turkey,Global,"BIS CPMI — Türkiye - Value of cashless payments, domestic credit transfers",ach,wholesale,USD,1719431232,859715616438.3562,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"Türkiye - Value of cashless payments, domestic credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Mexico,Global,BIS CPMI — instant (total),instant,retail,USD,1695396862,847698431397.2603,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"Mexico - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Mexico,Global,"BIS CPMI — Mexico - Value of cashless payments, credit transfers",ach,wholesale,USD,1637786447,818893223671.2329,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"Mexico - Value of cashless payments, credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Japan,Global,"BIS CPMI — Japan - Value of cashless payments, card and e-money payments with cards and e-m",card,retail,USD,802052410,401026205479.452,500.0,36.0,1.5,38.0,40.0,72,0.003,0.0005,0.002,bis_cpmi,F,"Japan - Value of cashless payments, card and e-money payments with cards and e-money issued inside the country",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,United States,Global,BIS CPMI — instant (total),instant,retail,USD,775917089,387958544893.1507,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"United States - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Argentina,Global,"BIS CPMI — Argentina - Value of cashless payments, cheques",cheque,wholesale,USD,744312681,372156340712.3288,500.0,72.0,3.0,74.0,76.0,24,0.003,0.0005,0.0005,bis_cpmi,D,"Argentina - Value of cashless payments, cheques",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,China,Global,"BIS CPMI — China - Value of cashless payments, card and e-money payments with cards and e-m",card,retail,USD,732749695,366374847671.2329,500.0,36.0,1.5,38.0,40.0,72,0.003,0.0005,0.002,bis_cpmi,F,"China - Value of cashless payments, card and e-money payments with cards and e-money issued inside the country",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Brazil,Global,BIS CPMI — instant (total),instant,retail,USD,713546115,356773057534.2466,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"Brazil - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Argentina,Global,"BIS CPMI — Argentina - Value of cashless payments, card and e-money payments with cards and",card,retail,USD,689548816,344774408487.6712,500.0,36.0,1.5,38.0,40.0,72,0.003,0.0005,0.002,bis_cpmi,F,"Argentina - Value of cashless payments, card and e-money payments with cards and e-money issued inside the country",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Brazil,Global,"BIS CPMI — Brazil - Value of cashless payments, credit transfers",ach,wholesale,USD,673051857,336525928767.1233,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"Brazil - Value of cashless payments, credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,China,Global,"BIS CPMI — China - Value of cashless payments, cheques",cheque,wholesale,USD,513094051,256547025972.60275,500.0,72.0,3.0,74.0,76.0,24,0.003,0.0005,0.0005,bis_cpmi,D,"China - Value of cashless payments, cheques",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,China,Global,"BIS CPMI — China - Value of cashless payments, direct debits",direct_debit,wholesale,USD,446899744,223449872273.9726,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,C,"China - Value of cashless payments, direct debits",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Japan,Global,"BIS CPMI — Japan - Value of cashless payments, paper-based cheques",cheque,wholesale,USD,443440980,221720490410.9589,500.0,72.0,3.0,74.0,76.0,24,0.003,0.0005,0.0005,bis_cpmi,D,"Japan - Value of cashless payments, paper-based cheques",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Indonesia,Global,"BIS CPMI — Indonesia - Value of cashless payments, cheques",cheque,wholesale,USD,440826531,220413265753.42465,500.0,72.0,3.0,74.0,76.0,24,0.003,0.0005,0.0005,bis_cpmi,D,"Indonesia - Value of cashless payments, cheques",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,India,Global,"BIS CPMI — India - Value of cashless payments, paper-based cheques",cheque,wholesale,USD,393474728,196737364109.58905,500.0,72.0,3.0,74.0,76.0,24,0.003,0.0005,0.0005,bis_cpmi,D,"India - Value of cashless payments, paper-based cheques",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Euro Area,Global,BIS CPMI — instant (total),instant,retail,USD,390484522,195242261284.93152,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"Germany - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,United States,Global,"BIS CPMI — United States - Value of cashless payments, credit transfers",ach,wholesale,USD,358212539,179106269501.36987,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"United States - Value of cashless payments, credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Euro Area,Global,"BIS CPMI — Germany - Value of cashless payments, credit transfers",ach,wholesale,USD,351820337,175910168520.54794,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"Germany - Value of cashless payments, credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Saudi Arabia,Global,BIS CPMI — instant (total),instant,retail,USD,308004580,154002290410.9589,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"Saudi Arabia - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Saudi Arabia,Global,"BIS CPMI — Saudi Arabia - Value of cashless payments, domestic credit transfers",ach,wholesale,USD,297264942,148632471232.8767,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"Saudi Arabia - Value of cashless payments, domestic credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,South Africa,Global,BIS CPMI — instant (total),instant,retail,USD,257341531,128670765835.61644,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"South Africa - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,South Africa,Global,"BIS CPMI — South Africa - Value of cashless payments, credit transfers",ach,wholesale,USD,211974657,105987328931.50684,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"South Africa - Value of cashless payments, credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,United States,Global,"BIS CPMI — United States - Value of cashless payments, direct debits",direct_debit,wholesale,USD,192463772,96231886405.47946,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,C,"United States - Value of cashless payments, direct debits",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,France,Global,BIS CPMI — instant (total),instant,retail,USD,190300958,95150479345.20547,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"France - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Sweden,Global,BIS CPMI — instant (total),instant,retail,USD,185107479,92553739726.0274,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"Sweden - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Sweden,Global,"BIS CPMI — Sweden - Value of cashless payments, credit transfers",ach,wholesale,USD,172875232,86437616438.35617,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"Sweden - Value of cashless payments, credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,France,Global,"BIS CPMI — France - Value of cashless payments, credit transfers",ach,wholesale,USD,170456685,85228342873.9726,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"France - Value of cashless payments, credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,United States,Global,"BIS CPMI — United States - Value of cashless payments, cheques",cheque,wholesale,USD,158018892,79009446082.19179,500.0,72.0,3.0,74.0,76.0,24,0.003,0.0005,0.0005,bis_cpmi,D,"United States - Value of cashless payments, cheques",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,India,Global,"BIS CPMI — India - Value of cashless payments, card and e-money payments at terminals insid",card,retail,USD,154475469,77237734794.52055,500.0,36.0,1.5,38.0,40.0,72,0.003,0.0005,0.002,bis_cpmi,F,"India - Value of cashless payments, card and e-money payments at terminals inside the country",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Australia,Global,BIS CPMI — instant (total),instant,retail,USD,113880569,56940284769.863014,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"Australia - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,India,Global,"BIS CPMI — India - Value of cashless payments, domestic direct debits",direct_debit,wholesale,USD,113869495,56934747671.23288,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,C,"India - Value of cashless payments, domestic direct debits",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,South Korea,Global,"BIS CPMI — Korea - Value of cashless payments, other payment instruments",e_money,wholesale,USD,103925566,51962783287.671234,500.0,12.0,0.5,14.0,16.0,24,0.003,0.0005,0.0005,bis_cpmi,E,"Korea - Value of cashless payments, other payment instruments",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Turkey,Global,"BIS CPMI — Türkiye - Value of cashless payments, card and e-money payments at terminals ins",card,retail,USD,88291087,44145543835.61644,500.0,36.0,1.5,38.0,40.0,72,0.003,0.0005,0.002,bis_cpmi,F,"Türkiye - Value of cashless payments, card and e-money payments at terminals inside the country",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Australia,Global,"BIS CPMI — Australia - Value of cashless payments, domestic credit transfers",ach,wholesale,USD,76900952,38450476249.31507,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"Australia - Value of cashless payments, domestic credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Spain,Global,BIS CPMI — instant (total),instant,retail,USD,68916182,34458091309.58904,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"Spain - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,United States,Global,"BIS CPMI — United States - Value of cashless payments, card and e-money payments with cards",card,retail,USD,67221885,33610942904.10959,500.0,36.0,1.5,38.0,40.0,72,0.003,0.0005,0.002,bis_cpmi,F,"United States - Value of cashless payments, card and e-money payments with cards and e-money issued inside the country",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,United Kingdom,Global,BIS CPMI — instant (total),instant,retail,USD,67010389,33505194520.547947,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"United Kingdom - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Italy,Global,BIS CPMI — instant (total),instant,retail,USD,66772926,33386463013.69863,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"Italy - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Argentina,Global,"BIS CPMI — Argentina - Value of cashless payments, direct debits",direct_debit,wholesale,USD,63619600,31809800115.068493,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,C,"Argentina - Value of cashless payments, direct debits",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Spain,Global,"BIS CPMI — Spain - Value of cashless payments, credit transfers",ach,wholesale,USD,61282307,30641153909.589043,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"Spain - Value of cashless payments, credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Italy,Global,"BIS CPMI — Italy - Value of cashless payments, credit transfers",ach,wholesale,USD,55895304,27947652356.164383,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"Italy - Value of cashless payments, credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Canada,Global,BIS CPMI — instant (total),instant,retail,USD,53689150,26844575106.849316,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"Canada - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Switzerland,Global,BIS CPMI — instant (total),instant,retail,USD,53169491,26584745709.589043,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"Switzerland - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,United Kingdom,Global,"BIS CPMI — United Kingdom - Value of cashless payments, credit transfers",ach,wholesale,USD,52032876,26016438356.164383,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"United Kingdom - Value of cashless payments, credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Switzerland,Global,"BIS CPMI — Switzerland - Value of cashless payments, credit transfers",ach,wholesale,USD,51881587,25940793947.94521,500.0,48.0,2.0,50.0,52.0,24,0.003,0.0005,0.0005,bis_cpmi,B,"Switzerland - Value of cashless payments, credit transfers",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
2024-12-31,2024,Belgium,Global,BIS CPMI — instant (total),instant,retail,USD,51355758,25677879068.49315,500.0,0.096,0.004,2.096,4.096,24,0.001,0.0005,0.0005,bis_cpmi,A,"Belgium - Value of cashless payments, total",2024.0,estimated,,,,,,,,,,fc6f54388672388b9ff8adf7c51925ae709564d7824a75fb4dd2e0b0aecf5372,,,,,,0.1,30,Demo only
